"unitName","ID","Damage (Item) (Client)","Damage Photo","Remark","Created Date","Staff Name","Updated Date","Owner"
"5ece8013-7949-4543-a9fd-2f50a5c0757e","030401a1-a9bb-4301-9346-81ceb660296a","/damage/030401a1-a9bb-4301-9346-81ceb660296a","[{""type"":""image"",""src"":""wix:image://v1/125e83_c7f0f8a29ad34a87a7ad97296d98b223~mv2.jpg/IMG20251216111308.jpg#originWidth=3120&originHeight=4160""}]","futon set digunakan ",2025-12-16T03:17:13Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-12-16T03:17:13Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"f87a24c4-d556-4ba6-a333-ef132b91acc0","0479a296-8b0d-433e-9be8-a02f8bad7bb9","/damage/0479a296-8b0d-433e-9be8-a02f8bad7bb9","[{""description"":"""",""slug"":""tc_07248.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_25ddb60ab7a24b5ca7477620ba449d2b~mv2.jpeg/tc_07248.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_07248.jpeg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""tc_07249.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_67f3ce6ff39547e8b6edca81f5907bff~mv2.jpeg/tc_07249.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_07249.jpeg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""tc_07250.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_66830627c8b946c0accfe9051ca9486f~mv2.jpeg/tc_07250.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_07250.jpeg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""tc_07251.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_f17d84e0aa914e92871d1696524a87bb~mv2.jpeg/tc_07251.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_07251.jpeg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""tc_07252.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_db9a96cfeb894ee08fda96cf0f52126d~mv2.jpeg/tc_07252.jpeg#originWidth=4032&originHeight=3024"",""title"":""TC_07252.jpeg"",""type"":""image"",""settings"":{}}]","barang kemungkinan yang tertinggal ataupun memang ditinggalkan dan kami menjumpai bekas rokok di atas meja makan ",2025-06-28T06:21:52Z,"9caeba0f-7c72-4d5c-ac2f-4949dd4f1f50",2025-11-24T10:55:33Z,"9f3c7b8d-1cb5-4547-9b51-b93e1b7d267b"
"bea8a637-1d5a-4638-94fd-cb8261537223","0506ae7c-c178-4ffe-9ce7-92667fd22fdf","/damage/0506ae7c-c178-4ffe-9ce7-92667fd22fdf","[{""description"":"""",""slug"":""tc_06269.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_6580e6e708d149499652fe1083b559b0~mv2.jpeg/tc_06269.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_06269.jpeg"",""type"":""image"",""settings"":{}}]","it feels like it will break soon",2025-06-03T07:09:13Z,"9caeba0f-7c72-4d5c-ac2f-4949dd4f1f50",2025-11-24T10:55:33Z,"9f3c7b8d-1cb5-4547-9b51-b93e1b7d267b"
"5e1a4ff7-3fab-4c25-bf05-d5aca74a508b","051cd3de-88b6-4da0-a532-76266d460352","/damage/051cd3de-88b6-4da0-a532-76266d460352","[{""description"":"""",""slug"":""img-20250614-wa0020.jpg_0"",""alt"":"""",""src"":""wix:image://v1/587dc5_4693efb20e504f7e9aee4406f6f85dc8~mv2.jpg/img-20250614-wa0020.jpg#originWidth=810&originHeight=1080"",""title"":""IMG-20250614-WA0020.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""img-20250614-wa0021.jpg_0"",""alt"":"""",""src"":""wix:image://v1/587dc5_d0af438e809b40899dc7a398178270f8~mv2.jpg/img-20250614-wa0021.jpg#originWidth=810&originHeight=1080"",""title"":""IMG-20250614-WA0021.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""img-20250614-wa0018.jpg_0"",""alt"":"""",""src"":""wix:image://v1/587dc5_646e6877d5a04816ad50e00baa5c33eb~mv2.jpg/img-20250614-wa0018.jpg#originWidth=810&originHeight=1080"",""title"":""IMG-20250614-WA0018.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""img-20250614-wa0019.jpg_0"",""alt"":"""",""src"":""wix:image://v1/587dc5_367539ce85334096af702eb27c937e40~mv2.jpg/img-20250614-wa0019.jpg#originWidth=810&originHeight=1080"",""title"":""IMG-20250614-WA0019.jpg"",""type"":""image"",""settings"":{}}]","Futton set di guna",2025-06-14T04:55:29Z,"effbc0cb-90ad-49cf-b25a-a20bf1c505d2",2025-11-24T10:55:33Z,"587dc58f-e948-4d26-930b-5778734774dd"
"2cf434ea-df30-43eb-ba35-0668c97e34e7","0535ac34-ce30-4b8c-8eea-5e8681e3da4e","/damage/0535ac34-ce30-4b8c-8eea-5e8681e3da4e","[{""description"":"""",""slug"":""img20251001113917.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_4aa28c3c517949d7b30f5688097ccfc4~mv2.jpg/img20251001113917.jpg#originWidth=3120&originHeight=4160"",""title"":""IMG20251001113917.jpg"",""type"":""image"",""settings"":{}}]","unit banyak balon birthday ",2025-10-01T04:18:47Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"c2cac5d3-f378-4991-b145-638581ed20ec","053d235d-d0a2-42fe-9b03-4d3e81d03640","/damage/053d235d-d0a2-42fe-9b03-4d3e81d03640","[{""type"":""image"",""src"":""wix:image://v1/125e83_0859fb7526b24389bb847308b44782f2~mv2.jpg/IMG20260105144202.jpg#originWidth=3120&originHeight=4160""},{""type"":""image"",""src"":""wix:image://v1/125e83_26a0944d6a74417c8b5e82e1836d5bdc~mv2.jpg/IMG20260105144057.jpg#originWidth=3120&originHeight=4160""},{""type"":""image"",""src"":""wix:image://v1/125e83_dea2a3b0575247c4b366f0c6c5e4a352~mv2.jpg/IMG20260105144054.jpg#originWidth=3120&originHeight=4160""}]","pegangan tingkap bilik pertama patah",2026-01-05T07:04:59Z,"922c42d8-1066-447a-ad7d-697514240e4a",2026-01-05T07:04:59Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"966b0b3b-2af9-4108-8745-8e59376c3d30","06e88422-d390-4522-abcb-ca37593787f8","/damage/06e88422-d390-4522-abcb-ca37593787f8","[{""type"":""image"",""src"":""wix:image://v1/125e83_17b99288d2d44df981e2e044a2ef760c~mv2.jpg/IMG20260127130251.jpg#originWidth=3120&originHeight=4160""}]","futton set digunakan ",2026-01-27T05:25:00Z,"922c42d8-1066-447a-ad7d-697514240e4a",2026-01-27T05:25:00Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"22068893-318b-415a-b233-ce235e5b86de","0a2b86d0-5cdc-4a5b-81b4-c93e262ee406","/damage/0a2b86d0-5cdc-4a5b-81b4-c93e262ee406","[{""description"":"""",""slug"":""tc_01982.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/dd66f5_7b4b536aab1a4301a3b3d4717c65f79a~mv2.jpeg/tc_01982.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_01982.jpeg"",""type"":""image"",""settings"":{}}]","glass was spoil",2025-10-05T07:20:47Z,"8a9133e2-5f72-452d-b08e-9ceb35cf6928",2025-11-24T10:55:33Z,"dd66f559-c125-4033-99f1-dfe141342d6b"
"597cb31d-8110-4724-86e2-73fc707423b8","0a377913-d3be-4ce1-b78a-309b2c9a734b","/damage/0a377913-d3be-4ce1-b78a-309b2c9a734b","[{""description"":"""",""slug"":""timevideo_20250614_134055.mp4_0"",""thumbnail"":""0772a8_1bdb17839d41494cb01d5cce2ab408aef001.jpg"",""alt"":"""",""src"":""wix:video://v1/0772a8_1bdb17839d41494cb01d5cce2ab408ae/timevideo_20250614_134055.mp4#posterUri=0772a8_1bdb17839d41494cb01d5cce2ab408aef001.jpg&posterWidth=720&posterHeight=1280"",""title"":""TimeVideo_20250614_134055.mp4"",""type"":""video""}]","Air tkde dlam bilik mandi",2025-06-14T05:43:20Z,"e24c723b-4c4a-448d-a3b7-3fe0b763d197",2025-11-24T10:55:33Z,"0772a83b-054d-4e78-8029-bce4755c3c0e"
"afbf3358-b955-44bb-9116-968f8acac503","0a98acfa-f3f5-4329-93cc-d1af1befd905","/damage/0a98acfa-f3f5-4329-93cc-d1af1befd905","[{""type"":""image"",""src"":""wix:image://v1/125e83_f0290654e3f64e4fb7b08739b8b49c18~mv2.jpg/IMG-20251209-WA0017.jpg#originWidth=1600&originHeight=1200""}]","futon set digunakan ",2025-12-09T09:52:45Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-12-09T09:52:45Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"6edc0661-e3fb-4f72-a980-25ebefe85c09","0b0384f2-f3b4-45c3-9206-6f8865b78b74","/damage/0b0384f2-f3b4-45c3-9206-6f8865b78b74","[{""description"":"""",""slug"":""tc_06646.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_e2fab2c0e4c14fc4a35c432b988b5df8~mv2.jpeg/tc_06646.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_06646.jpeg"",""type"":""image"",""settings"":{}}]","lock pintu patah dan perlu dibaiki secepatnya",2025-06-16T04:35:52Z,"9caeba0f-7c72-4d5c-ac2f-4949dd4f1f50",2025-11-24T10:55:33Z,"9f3c7b8d-1cb5-4547-9b51-b93e1b7d267b"
"fd0e69a5-4b7b-495e-91be-8f7105bc6083","0db84662-62e5-4815-984d-65bb2c195781","/damage/0db84662-62e5-4815-984d-65bb2c195781","[{""description"":"""",""slug"":""tc_00967.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/dd66f5_21433e99b0ad412eb287df02152fc476~mv2.jpeg/tc_00967.jpeg#originWidth=4032&originHeight=3024"",""title"":""TC_00967.jpeg"",""type"":""image"",""settings"":{}}]","we found cigarattes but not got smell",2025-08-09T03:12:26Z,"8a9133e2-5f72-452d-b08e-9ceb35cf6928",2025-11-24T10:55:33Z,"dd66f559-c125-4033-99f1-dfe141342d6b"
"afbf3358-b955-44bb-9116-968f8acac503","0dfde7c3-dd01-4352-8692-3ab7b1a131cd","/damage/0dfde7c3-dd01-4352-8692-3ab7b1a131cd","[{""description"":"""",""slug"":""vid20250914183325.mp4_0"",""thumbnail"":""125e83_0e064fff9638478b9827a26680d58087f001.jpg"",""alt"":"""",""src"":""wix:video://v1/125e83_0e064fff9638478b9827a26680d58087/vid20250914183325.mp4#posterUri=125e83_0e064fff9638478b9827a26680d58087f001.jpg&posterWidth=1920&posterHeight=1080"",""title"":""VID20250914183325.mp4"",""type"":""video""}]","lampu bilik master room rusak",2025-09-14T10:34:39Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"5a0bdde4-9055-46b6-910c-4f460df2711b","0f95b373-d924-4037-a539-b4e6eac541d9","/damage/0f95b373-d924-4037-a539-b4e6eac541d9","[{""description"":"""",""slug"":""img20250609133315.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_7b3f5eb3d59f456ba4798c7f5f6e0ae5~mv2.jpg/img20250609133315.jpg#originWidth=1858&originHeight=4160"",""title"":""IMG20250609133315.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""img20250609133622.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_6b780f389b6c433ca5d33a3dc90fbe3a~mv2.jpg/img20250609133622.jpg#originWidth=1858&originHeight=4160"",""title"":""IMG20250609133622.jpg"",""type"":""image"",""settings"":{}}]","kabinet master room rosak, body wash and shampoo nak habis ",2025-06-09T05:45:13Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"b67fe908-a5fa-4cb0-bf96-57b9f64f8c54","107da0ad-dad2-4c47-a1e7-ef135e8e6322","/damage/107da0ad-dad2-4c47-a1e7-ef135e8e6322","[{""description"":"""",""slug"":""tc_07377.mov_0"",""thumbnail"":""9f3c7b_644f35f7d2084a219740744ff46be867f001.jpg"",""alt"":"""",""src"":""wix:video://v1/9f3c7b_644f35f7d2084a219740744ff46be867/tc_07377.mov#posterUri=9f3c7b_644f35f7d2084a219740744ff46be867f001.jpg&posterWidth=720&posterHeight=1280"",""title"":""TC_07377.mov"",""type"":""video""}]","problem with a card cause another card can scan",2025-06-30T06:32:28Z,"9caeba0f-7c72-4d5c-ac2f-4949dd4f1f50",2025-11-24T10:55:33Z,"9f3c7b8d-1cb5-4547-9b51-b93e1b7d267b"
"afbf3358-b955-44bb-9116-968f8acac503","12f7b2df-4431-4a89-8dea-38c0456c8e6d","/damage/12f7b2df-4431-4a89-8dea-38c0456c8e6d","[{""description"":"""",""slug"":""img_20251114_112316.jpg_0"",""alt"":"""",""src"":""wix:image://v1/dd953b_2a3225069ae34891be147b9e94d45530~mv2.jpg/img_20251114_112316.jpg#originWidth=1200&originHeight=1600"",""title"":""IMG_20251114_112316.jpg"",""type"":""image"",""settings"":{}}]","Penyapu sdh rosak, perlu ganti baruuu",2025-11-14T03:24:09Z,"0a1594c0-4807-4346-92aa-4703cdcc09af",2025-11-24T10:55:33Z,"dd953bb7-1339-4fea-8cfd-7246be85d088"
"30509b35-7be8-4ea5-a56f-02e1f3badac4","1448f254-52d0-40bd-88b3-c095c2332aee","/damage/1448f254-52d0-40bd-88b3-c095c2332aee","[{""description"":"""",""slug"":""vid_20250629_102530.mp4_0"",""thumbnail"":""dd953b_ce78d42ca737479fb252c81737f44941f001.jpg"",""alt"":"""",""src"":""wix:video://v1/dd953b_ce78d42ca737479fb252c81737f44941/vid_20250629_102530.mp4#posterUri=dd953b_ce78d42ca737479fb252c81737f44941f001.jpg&posterWidth=1080&posterHeight=1920"",""title"":""VID_20250629_102530.mp4"",""type"":""video""}]","Air tandas tak turun
",2025-06-29T08:28:08Z,"0a1594c0-4807-4346-92aa-4703cdcc09af",2025-11-24T10:55:33Z,"dd953bb7-1339-4fea-8cfd-7246be85d088"
"bc4b9a7e-40e7-4fed-9f04-fe355c1db6dc","15680b04-0faa-452d-bc89-08acbaeeb767","/damage/15680b04-0faa-452d-bc89-08acbaeeb767","[{""description"":"""",""slug"":""img-20251026-wa0019.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_28ca63cda1564ee4a43fa51d753bff15~mv2.jpg/img-20251026-wa0019.jpg#originWidth=960&originHeight=1280"",""title"":""IMG-20251026-WA0019.jpg"",""type"":""image"",""settings"":{}}]","futon set digunakan ",2025-10-26T07:28:35Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"65fde177-a9cb-47ff-b3e4-b2c71a040d41","16712e66-e641-45b0-a2b0-7c3c9c2f317b","/damage/16712e66-e641-45b0-a2b0-7c3c9c2f317b","[{""description"":"""",""slug"":""tc_08421.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_b363a04dc6e44961a40340072a1f3011~mv2.jpeg/tc_08421.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_08421.jpeg"",""type"":""image"",""settings"":{}}]","hanger patah",2025-08-21T06:58:02Z,"9caeba0f-7c72-4d5c-ac2f-4949dd4f1f50",2025-11-24T10:55:33Z,"9f3c7b8d-1cb5-4547-9b51-b93e1b7d267b"
"11030a9e-cdbd-44dd-b768-49a8f89e08c5","16b7473b-3b64-41cf-890e-28bfa8f7db93","/damage/16b7473b-3b64-41cf-890e-28bfa8f7db93","[{""type"":""image"",""src"":""wix:image://v1/dd953b_02501fbb096449cc8d8b5b07d8b93443~mv2.jpg/IMG_20251206_140613.jpg#originWidth=1600&originHeight=1200""}]","Langsir mau jatuh ",2025-12-06T06:20:00Z,"0a1594c0-4807-4346-92aa-4703cdcc09af",2025-12-06T06:20:00Z,"dd953bb7-1339-4fea-8cfd-7246be85d088"
"e79b78bb-1296-4c91-8f80-b4626c60127f","16eec941-e57f-4538-9596-e88781c2ec32","/damage/16eec941-e57f-4538-9596-e88781c2ec32","[{""type"":""image"",""src"":""wix:image://v1/125e83_812a9d8c117e447abb6c8cb4aa72c361~mv2.jpg/IMG20260207122020.jpg#originWidth=3120&originHeight=4160""}]","futon set digunakan ",2026-02-07T04:27:26Z,"922c42d8-1066-447a-ad7d-697514240e4a",2026-02-07T04:27:26Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"966b0b3b-2af9-4108-8745-8e59376c3d30","175cc38f-cac9-4eff-b91f-1451cd6a416f","/damage/175cc38f-cac9-4eff-b91f-1451cd6a416f","[{""type"":""image"",""src"":""wix:image://v1/125e83_b9599bb31cd14888a92fc643845e8543~mv2.jpg/IMG20260322150200.jpg#originWidth=3120&originHeight=4160""}]","guest merokok dalam tandas",2026-03-22T07:03:29Z,"922c42d8-1066-447a-ad7d-697514240e4a",2026-03-22T07:03:29Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"d42648dd-5337-47ca-81cb-814c3d71b78e","196b2c31-8330-4c3a-be59-69f2fb8e5e05","/damage/196b2c31-8330-4c3a-be59-69f2fb8e5e05","[{""description"":"""",""slug"":""img20251109155454.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_72db23e75c5544dbbac9b6c924392d40~mv2.jpg/img20251109155454.jpg#originWidth=3120&originHeight=4160"",""title"":""IMG20251109155454.jpg"",""type"":""image"",""settings"":{}}]","unit bau rokok",2025-11-09T07:57:48Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"f87a24c4-d556-4ba6-a333-ef132b91acc0","1b4b3e9f-d914-4c36-b0f3-832d4e948a36","/damage/1b4b3e9f-d914-4c36-b0f3-832d4e948a36","[{""description"":"""",""slug"":""tc_06664.jpeg_0"",""alt"":"""",""src"":""wix:image://v1/9f3c7b_e4606d7330d0426cb783be322b163e7d~mv2.jpeg/tc_06664.jpeg#originWidth=3024&originHeight=4032"",""title"":""TC_06664.jpeg"",""type"":""image"",""settings"":{}}]","ini kami tidak pernah buka , tetapi kami tk tahu adakah yang terakhir kali buat yang buka atau guest yg buka ",2025-06-16T06:29:10Z,"9caeba0f-7c72-4d5c-ac2f-4949dd4f1f50",2025-11-24T10:55:33Z,"9f3c7b8d-1cb5-4547-9b51-b93e1b7d267b"
"f6b2789b-9094-4460-89d2-33e72c16c595","1d3f2381-7e90-4628-a7ae-6a5b8840cc99","/damage/1d3f2381-7e90-4628-a7ae-6a5b8840cc99","[{""description"":"""",""slug"":""img20250921153036.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_a06e1768e08148fd9a869ebb49aedab9~mv2.jpg/img20250921153036.jpg#originWidth=3120&originHeight=4160"",""title"":""IMG20250921153036.jpg"",""type"":""image"",""settings"":{}}]","futon set digunakan ",2025-09-21T08:59:53Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"4bdf7c62-8d66-4ce8-ab16-486f12a6185f","206b0c8b-65f8-4958-af17-bf7add7ac6f3","/damage/206b0c8b-65f8-4958-af17-bf7add7ac6f3","[{""description"":"""",""slug"":""img20250714124859.jpg_0"",""alt"":"""",""src"":""wix:image://v1/92cc76_3cc552176bff42d0a791f6de3151c2ea~mv2.jpg/img20250714124859.jpg#originWidth=2340&originHeight=4160"",""title"":""IMG20250714124859.jpg"",""type"":""image"",""settings"":{}}]","Sofa rosak ",2025-07-14T04:50:45Z,"34404ad8-457b-4440-8651-bd2a6eff73ab",2025-11-24T10:55:33Z,"92cc76a4-e633-4746-ad9c-32ff27fbbf8b"
"5d03ee13-2e40-4ebf-ae0a-cd09e9db5a1e","248f58b5-dbae-4d2c-886c-d9e5d6217bca","/damage/248f58b5-dbae-4d2c-886c-d9e5d6217bca","[{""description"":"""",""slug"":""img_20250520_121331.jpg_0"",""alt"":"""",""src"":""wix:image://v1/c5c158_d3dbf22d7ce04957b0a3594bb653146e~mv2.jpg/img_20250520_121331.jpg#originWidth=3060&originHeight=4080"",""title"":""IMG_20250520_121331.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""img_20250520_121307.jpg_0"",""alt"":"""",""src"":""wix:image://v1/c5c158_c1b97edef0b844c38b8975f4145ea464~mv2.jpg/img_20250520_121307.jpg#originWidth=3060&originHeight=4080"",""title"":""IMG_20250520_121307.jpg"",""type"":""image"",""settings"":{}}]","Guest smoking in unit testing success",2025-05-20T04:52:17Z,"e5414c04-7cdd-474c-aff1-47b825f9ba09",2025-11-24T10:55:33Z,"c5c15882-8092-47b9-a580-e938401e82cb"
"afbf3358-b955-44bb-9116-968f8acac503","24ed0fec-720e-4716-8f05-a375f4f03bc6","/damage/24ed0fec-720e-4716-8f05-a375f4f03bc6","[{""description"":"""",""slug"":""img20250811145026.jpg_0"",""alt"":"""",""src"":""wix:image://v1/125e83_e1b550fc1d4f4da1bfa01b2b9f087d47~mv2.jpg/img20250811145026.jpg#originWidth=3120&originHeight=4160"",""title"":""IMG20250811145026.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""vid20250811150312.mp4_0"",""thumbnail"":""125e83_c21dbbb51c06462d90f4678ff1fd5ad8f001.jpg"",""alt"":"""",""src"":""wix:video://v1/125e83_c21dbbb51c06462d90f4678ff1fd5ad8/vid20250811150312.mp4#posterUri=125e83_c21dbbb51c06462d90f4678ff1fd5ad8f001.jpg&posterWidth=1080&posterHeight=1920"",""title"":""VID20250811150312.mp4"",""type"":""video""}]","air toilet tak nak hidup and duvet inner ada kesan",2025-08-11T07:17:29Z,"922c42d8-1066-447a-ad7d-697514240e4a",2025-11-24T10:55:33Z,"125e8398-6461-4b7f-a1ed-77458b388b3a"
"465f0699-cc5d-4780-8284-7782753035fb","253849e7-8491-4765-b2e8-9ed03c4d8ce0","/damage/253849e7-8491-4765-b2e8-9ed03c4d8ce0","[{""type"":""image"",""src"":""wix:image://v1/1986f9_4d0b61c8dd5040efbdf6891a79fb8f85~mv2.jpg/17681089840708573165421688742680.jpg#originWidth=3000&originHeight=4000""}]","Kaki sofa patah ",2026-01-11T05:23:18Z,"fad6adb5-d90b-4ff6-b2a4-489297eb49e3",2026-01-11T05:23:18Z,"1986f90f-5dc3-42fd-ae1e-0b9fb56ea21b"
